"p","q10","q50","q90","mean_test"
0.745341666666667,0.038182001963296,0.8176994767041,1.99877333687657,1.35718703646751
0.7495,0.0349776152599316,0.782812981482772,2.04842349191703,1.33193900726586
0.753658333333333,0.0319872426101215,0.748497016078587,2.09843016513045,1.30652594252316
0.757816666666667,0.0292007737993783,0.714782924311038,2.14875178886464,1.2809755329904
0.761975,0.0266083184125098,0.681700692489519,2.1993441492395,1.25531573674395
0.766133333333333,0.0242002142633068,0.649278893251568,2.25016029449767,1.22957474520582
0.770291666666667,0.0219670351224894,0.617544631421297,2.30115044129279,1.20378094818424
0.77445,0.0198995977460719,0.586523492029906,2.35226187888665,1.17796289793967
0.778608333333333,0.0179889682072168,0.556239490642516,2.40343887122645,1.15214927228221
0.782766666666667,0.0162264675355577,0.526715026137791,2.45462255687316,1.12636883670654
0.786925,0.0146036766688763,0.49797083608909,2.50575084675167,1.10065040557085
0.791083333333333,0.0131124407229303,0.470025954898183,2.5567583196935,1.07502280232692
0.795241666666667,0.0117448725861349,0.442897674834826,2.60757611574233,1.04951481880868
0.7994,0.0104933558467105,0.416601510137735,2.65813182719266,1.02415517358704
0.803558333333333,0.00935054706081763,0.391151164334823,2.70834938733154,0.998972469399236
0.807716666666667,0.00830937737110683,0.366558500942777,2.75814895685339,0.973995149661432
0.811875,0.00736305348602195,0.342833517708373,2.80744680791734,0.949251454073425
0.816033333333333,0.00650505803110226,0.319984324556164,2.85615520581675,0.924769373325099
0.820191666666667,0.00572914928443688,0.298017125409458,2.90418228823004,0.900576602914395
0.82435,0.00502936030933527,0.276936204053786,2.95143194202203,0.876700496087124
0.828508333333333,0.00439999749818348,0.256743914214304,2.9978036775646,0.853168015909289
0.832666666666667,0.00383563854236617,0.237440674020872,3.04319250054543,0.830005686483031
0.836825,0.00333112984404209,0.219024965036809,3.08748878123333,0.807239543317722
0.840983333333333,0.00288158338646888,0.201493336029595,3.13057812116849,0.784895082868107
0.845141666666667,0.00248237308048163,0.18484041166406,3.17234121724573,0.762997211251849
0.8493,0.00212913060563869,0.169058906300888,3.21265372315885,0.741570192159222
0.853458333333333,0.00181774076545525,0.154139643085507,3.25138610817362,0.720637593968092
0.857616666666667,0.00154433637705487,0.140071578514724,3.28840351319723,0.700222236077774
0.861775,0.00130529271647704,0.126841832670751,3.32356560411139,0.68034613447574
0.865933333333333,0.00109722154178702,0.114435725314488,3.35672642233636,0.66103044655155
0.870091666666667,0.000916964717043016,0.102836818032269,3.38773423259287,0.642295415172835
0.87425,0.000761587461083986,0.092026962632478,3.41643136782884,0.624160312038512
0.878408333333333,0.000628371246009641,0.0819863559907747,3.44265407127743,0.606643380324879
0.882566666666667,0.000514806371132835,0.0726936015448944,3.4662323356128,0.589761776640606
0.886725,0.000418584239092717,0.0641257776422829,3.48698973917007,0.573531512307075
0.890883333333333,0.000337589361725591,0.0562585129460923,3.50474327919524,0.557967393980916
0.895041666666667,0.000269891124198694,0.0490660691073293,3.51930320209117,0.543082963636007
0.8992,0.000213735336820569,0.0425214309132245,3.53047283062513,0.528890437922617
0.903358333333333,0.000167535604850119,0.0365964041241633,3.53804838806356,0.515400646921772
0.907516666666667,0.000129864547534749,0.0312617212137809,3.54181881919924,0.502622972313351
0.911675,9.94448985164681e-05,0.026487155229107,3.54156560823595,0.490565284976801
0.915833333333333,7.51405206532178e-05,0.0222416419899076,3.53706259349574,0.479233882043821
0.919991666666667,5.59473692110296e-05,0.0184934108486465,3.52807577891322,0.468633423422712
0.92415,4.09844382910841e-05,0.0152101242347583,3.51436314228177,0.458766867814556
0.928308333333333,2.94847262640977e-05,0.0123590262091989,3.49567444021575,0.449635408241763
0.932466666666667,2.07862568928624e-05,0.00990710025750455,3.47175100979295,0.441238407109958
0.936625,1.43231937321829e-05,0.00782123655186861,3.44232556684141,0.43357333082457
0.940783333333333,9.61708630382295e-06,0.00606840891500981,3.40712200083413,0.426635683983917
0.944941666666667,6.26828745249204e-06,0.00461586172088141,3.36585516635546,0.420418943170975
0.9491,3.94758219728921e-06,0.00343130696953938,3.31823067110255,0.41491449036644
0.953258333333333,2.38806930141804e-06,0.00248313177575843,3.26394466038498,0.410111546006091
0.957416666666667,1.37733769138711e-06,0.00174061651325778,3.20268359808573,0.405997101705897
0.961575,7.49980765302802e-07,0.00117416385866708,3.13412404404623,0.402555852678689
0.965733333333333,3.80492538260274e-07,0.000755538981635578,3.05793242783817,0.399770129866656
0.969891666666667,1.76590481234397e-07,0.000458121129758168,2.97376481888459,0.397619831814318
0.97405,7.30108182681871e-08,0.00025716685926248,2.88126669289244,0.396082356307051
0.978208333333333,2.58229551538133e-08,0.000130085164672852,2.78007269455866,0.395132531800642
0.982366666666667,7.31062119719837e-09,5.67247629375908e-05,2.66980639651186,0.394742548667766
0.986525,1.46821405386926e-09,1.9673789777018e-05,2.55008005445107,0.39488189028769
0.990683333333333,1.61746020293643e-10,4.57216828083879e-06,2.42049435844325,0.395517264005914
0.994841666666667,4.69856139773202e-12,4.36912054324571e-07,2.28063818034078,0.396612531990872
0.999,2.51496483046794e-16,6.27483777480633e-10,2.13008831728011,0.398128642015231
